EPOCH_yyyy-mm-ddThh:mm:ss.sssZ,DE1_.038-.053MEV_E_1/(cm**2-s-sr-MeV),DE2_.053-.103MEV_E_1/(cm**2-s-sr-MeV),DE3_.103-.175MEV_E_1/(cm**2-s-sr-MeV),DE4_.175-.315MEV_E_1/(cm**2-s-sr-MeV)
2001-04-05T22:00:00.000Z,167570,46014,19206,5403.1
2001-04-05T23:00:00.000Z,155950,41257,16954,4707.1
2001-04-06T00:00:00.000Z,147760,38700,15972,4418.4
2001-04-06T01:00:00.000Z,142290,37114,15298,4240.3
2001-04-06T02:00:00.000Z,127950,33043,13631,3827
2001-04-06T03:00:00.000Z,118670,30471,12599,3547.4
2001-04-06T04:00:00.000Z,113100,29200,12103,3455.6
2001-04-06T05:00:00.000Z,99286,25571,10655,3035.2
2001-04-06T06:00:00.000Z,96667,24914,10278,2917.9
2001-04-06T07:00:00.000Z,89762,23386,9594.2,2727.6
2001-04-06T08:00:00.000Z,87476,22986,9427.6,2670.9
2001-04-06T09:00:00.000Z,87857,23086,9495,2682.1
2001-04-06T10:00:00.000Z,92333,24114,9940.5,2788.3
2001-04-06T11:00:00.000Z,91810,24171,9940.5,2772.4
2001-04-06T12:00:00.000Z,89476,23771,9812.5,2735.7
2001-04-06T13:00:00.000Z,85905,22886,9383.9,2631.1
2001-04-06T14:00:00.000Z,79524,20957,8614.1,2417.9
2001-04-06T15:00:00.000Z,76000,19971,8260.9,2307.1
2001-04-06T16:00:00.000Z,75048,19743,8180.6,2271.9
2001-04-06T17:00:00.000Z,75619,19943,8226.2,2283.7
2001-04-06T18:00:00.000Z,73905,19514,8071.4,2234.7
2001-04-06T19:00:00.000Z,71143,18771,7782.7,2169.4
2001-04-06T20:00:00.000Z,66381,17629,7309.5,2052.6
2001-04-06T21:00:00.000Z,66286,17471,7295.6,2048
2001-04-06T22:00:00.000Z,67048,17786,7403.8,2043.9
2001-04-06T23:00:00.000Z,62000,16514,6901.8,1923
2001-04-07T00:00:00.000Z,59714,15957,6694.4,1874.5
2001-04-07T01:00:00.000Z,56143,14957,6258.9,1763.8
2001-04-07T02:00:00.000Z,52286,14017,5902.8,1668.9
2001-04-07T03:00:00.000Z,49333,13296,5630,1584.2
2001-04-07T04:00:00.000Z,47952,12924,5490.1,1550.5
2001-04-07T05:00:00.000Z,44843,12169,5145.8,1471.9
2001-04-07T06:00:00.000Z,44400,11961,5054.6,1432.1
2001-04-07T07:00:00.000Z,46557,12466,5210.3,1463.8
2001-04-07T08:00:00.000Z,45871,12074,5007.9,1415.3
2001-04-07T09:00:00.000Z,48048,12450,5120,1431.1
2001-04-07T10:00:00.000Z,52667,13237,5304.6,1440.8
2001-04-07T11:00:00.000Z,57476,13844,5332.3,1416.8
2001-04-07T12:00:00.000Z,64333,14771,5463.3,1413.8
2001-04-07T13:00:00.000Z,74762,16086,5601.2,1409.7
2001-04-07T14:00:00.000Z,79429,16357,5519.8,1379.6
2001-04-07T15:00:00.000Z,81619,16471,5468.3,1358.7
2001-04-07T16:00:00.000Z,83762,16314,5349.2,1332.7
2001-04-07T17:00:00.000Z,77571,14600,4722.2,1175
2001-04-07T18:00:00.000Z,72810,13343,4377,1105.1
2001-04-07T19:00:00.000Z,69429,12850,4248,1080.6
2001-04-07T20:00:00.000Z,62286,11794,4018.8,1029.1
2001-04-07T21:00:00.000Z,57238,11217,3867.1,988.78
2001-04-07T22:00:00.000Z,54857,10844,3731.2,964.8
2001-04-07T23:00:00.000Z,52143,10343,3630,942.35
2001-04-10T00:00:00.000Z,15819,4764.3,2167.7,650
2001-04-10T01:00:00.000Z,15733,4707.1,2095.2,612.76
2001-04-10T02:00:00.000Z,15448,4514.3,2006,591.33
2001-04-10T03:00:00.000Z,14938,4412.9,1941.5,570.92
2001-04-10T04:00:00.000Z,14852,4277.1,1873,537.24
2001-04-10T05:00:00.000Z,14990,4240,1838.3,533.67
2001-04-10T06:00:00.000Z,23310,4614.3,1949.4,570.92
2001-04-10T07:00:00.000Z,20476,5762.9,2572.4,768.88
2001-04-10T08:00:00.000Z,27133,8071.4,3720.2,1097.4
2001-04-10T09:00:00.000Z,30248,9507.1,4373,1292.9
2001-04-10T10:00:00.000Z,38338,11811,5369,1573.5
2001-04-10T11:00:00.000Z,45519,13944,6332.3,1856.1
2001-04-10T12:00:00.000Z,52143,15757,7164.7,2069.4
2001-04-10T13:00:00.000Z,58238,17486,7849.2,2244.4
2001-04-10T14:00:00.000Z,64905,19314,8518.8,2439.8
2001-04-10T15:00:00.000Z,67810,19957,8734.1,2484.7
2001-04-10T16:00:00.000Z,69524,20329,8771.8,2497.4
2001-04-10T17:00:00.000Z,71048,20614,8828.4,2489.8
2001-04-10T18:00:00.000Z,70333,20371,8624,2402.6
2001-04-10T19:00:00.000Z,65238,18657,7908.7,2166.8
2001-04-10T20:00:00.000Z,68762,19329,8090.3,2230.1
2001-04-10T21:00:00.000Z,72905,20229,8353.2,2293.9
2001-04-10T22:00:00.000Z,74286,20414,8355.2,2253.6
2001-04-10T23:00:00.000Z,70905,19443,7982.1,2137.8
2001-04-11T00:00:00.000Z,73524,19586,7885.9,2109.7
2001-04-11T01:00:00.000Z,72143,18729,7453.4,1995.4
2001-04-11T02:00:00.000Z,67476,17657,7076.4,1896.4
2001-04-11T03:00:00.000Z,65524,16957,6749,1818.9
2001-04-11T04:00:00.000Z,71190,17743,6884.9,1818.9
2001-04-11T05:00:00.000Z,62857,16086,6329.4,1701
2001-04-11T06:00:00.000Z,63524,15900,6160.7,1641.3
2001-04-11T07:00:00.000Z,66762,16229,6161.7,1622.4
2001-04-11T08:00:00.000Z,63048,15357,5847.2,1536.2
2001-04-11T09:00:00.000Z,65667,15557,5808.5,1522.4
2001-04-11T10:00:00.000Z,65048,15243,5672.6,1475.5
2001-04-11T11:00:00.000Z,62429,14571,5417.7,1408.2
2001-04-11T12:00:00.000Z,60190,13950,5193.5,1356.6
2001-04-11T13:00:00.000Z,68619,15529,5620,1447.4
2001-04-11T14:00:00.000Z,99333,20114,6423.6,1568.4
2001-04-11T15:00:00.000Z,138430,25043,7588.3,1824
2001-04-11T16:00:00.000Z,145240,26914,8222.2,1962.2
2001-04-11T17:00:00.000Z,142710,28157,9085.3,2226
2001-04-11T18:00:00.000Z,149950,32000,11329,2901.5
2001-04-11T19:00:00.000Z,227810,56014,22440,6142.9
2001-04-11T20:00:00.000Z,280710,73286,31002,8627.6
2001-04-11T21:00:00.000Z,294570,77300,32202,8826.5
2001-04-11T22:00:00.000Z,242240,66514,28899,8168.4
2001-04-11T23:00:00.000Z,321710,87857,37113,10240
2001-04-12T00:00:00.000Z,362570,99371,41806,11408
2001-04-12T01:00:00.000Z,470760,128960,53313,13990
2001-04-12T02:00:00.000Z,510000,139310,57490,15107
2001-04-12T03:00:00.000Z,410520,115960,49464,13352
2001-04-12T04:00:00.000Z,322100,92271,39266,10541
2001-04-12T05:00:00.000Z,278240,79586,33839,9091.8
2001-04-12T06:00:00.000Z,241480,69071,29871,8066.3
2001-04-12T07:00:00.000Z,243290,68357,28879,7668.4
2001-04-12T08:00:00.000Z,181240,54171,24286,6729.6
2001-04-12T09:00:00.000Z,160380,48971,22351,6265.3
2001-04-12T10:00:00.000Z,166950,49971,22361,6173.5
2001-04-12T11:00:00.000Z,155760,46743,20605,5622.4
2001-04-12T12:00:00.000Z,152140,45086,19563,5306.1
2001-04-12T13:00:00.000Z,194620,54914,23056,6188.8
2001-04-12T14:00:00.000Z,179000,50529,21151,5627.6
2001-04-12T15:00:00.000Z,185480,50900,20694,5423.5
2001-04-12T16:00:00.000Z,184900,50914,20377,5255.1
2001-04-12T17:00:00.000Z,143100,42671,18085,4793.9
2001-04-12T18:00:00.000Z,149760,42400,17252,4474
2001-04-12T19:00:00.000Z,168140,44914,17401,4414.8
2001-04-12T20:00:00.000Z,155950,40471,15575,3941.3
2001-04-12T21:00:00.000Z,148430,38129,14583,3663.3
2001-04-12T22:00:00.000Z,133380,34029,13075,3278.6
2001-04-12T23:00:00.000Z,115480,29271,11300,2929.1
2001-04-13T00:00:00.000Z,96571,25386,10020,2609.7
2001-04-13T01:00:00.000Z,103380,26443,10169,2562.8
2001-04-13T02:00:00.000Z,106570,27071,10248,2524
2001-04-13T03:00:00.000Z,110140,27714,10407,2524.5
2001-04-13T04:00:00.000Z,101050,26000,9776.8,2382.7
2001-04-13T05:00:00.000Z,107520,26800,9861.1,2336.7
2001-04-13T06:00:00.000Z,97762,24514,8987.1,2136.2
2001-04-13T07:00:00.000Z,93000,23429,8514.9,2008.7
2001-04-13T08:00:00.000Z,86762,22000,7971.2,1858.7
2001-04-13T09:00:00.000Z,81381,20514,7407.7,1721.9
2001-04-13T10:00:00.000Z,80857,20271,7184.5,1652
2001-04-13T11:00:00.000Z,70667,17743,6417.7,1457.7
2001-04-13T12:00:00.000Z,70905,17843,6398.8,1462.8
2001-04-13T13:00:00.000Z,83095,20529,7090.3,1576.5
2001-04-13T14:00:00.000Z,83381,20300,6949.4,1526.5
2001-04-13T15:00:00.000Z,68381,17014,5955.4,1324
2001-04-13T16:00:00.000Z,65143,15957,5621,1274.5
2001-04-13T17:00:00.000Z,70000,17357,6123,1393.4
2001-04-13T18:00:00.000Z,45067,12597,4934.5,1158.7
2001-04-13T19:00:00.000Z,39571,11321,4639.9,1109.2
2001-04-13T20:00:00.000Z,35833,9788.6,3799.6,907.65
2001-04-13T21:00:00.000Z,36948,10439,4142.9,986.73
2001-04-13T22:00:00.000Z,36510,9864.3,3703.4,844.9
2001-04-13T23:00:00.000Z,30500,8201.4,3040.7,699.49
2001-04-14T00:00:00.000Z,31157,8194.3,3021.8,695.41
2001-04-14T01:00:00.000Z,43733,11054,3860.1,862.24
2001-04-14T02:00:00.000Z,39500,9634.3,3280.8,722.96
2001-04-14T03:00:00.000Z,38367,9515.7,3334.3,741.33
2001-04-14T04:00:00.000Z,35576,8850,3102.2,702.04
2001-04-14T05:00:00.000Z,31581,7937.1,2807.5,635.71
2001-04-14T06:00:00.000Z,29381,7468.6,2657.7,599.49
2001-04-14T07:00:00.000Z,37133,9018.6,3073.4,669.39
2001-04-14T08:00:00.000Z,34429,8351.4,2863.1,627.04
2001-04-14T09:00:00.000Z,31110,7624.3,2644.8,587.76
2001-04-14T10:00:00.000Z,29933,7295.7,2514.9,557.14
2001-04-14T11:00:00.000Z,27776,6794.3,2344.2,522.45
2001-04-14T12:00:00.000Z,26929,6507.1,2243.1,503.27
2001-04-14T13:00:00.000Z,26648,6337.1,2185.5,478.32
2001-04-14T14:00:00.000Z,25714,6071.4,2073.4,464.64
2001-04-14T15:00:00.000Z,25276,5955.7,2034.7,452.45
2001-04-14T16:00:00.000Z,24024,5704.3,1936.5,431.28
2001-04-14T17:00:00.000Z,130860,20843,4220.2,868.37
2001-04-14T18:00:00.000Z,264760,50543,15744,3108.2
2001-04-14T19:00:00.000Z,225000,43014,11746,2013.3
2001-04-14T20:00:00.000Z,195760,34114,8154.8,1264.8
2001-04-14T21:00:00.000Z,164670,26114,5725.2,886.22
2001-04-14T22:00:00.000Z,146380,20557,4249,675.51
2001-04-14T23:00:00.000Z,132900,16757,3408.7,559.18
2001-04-26T00:00:00.000Z,2217.1,516.14,175.2,42.699
2001-04-26T01:00:00.000Z,2281.9,525.14,175.99,43.694
2001-04-26T02:00:00.000Z,2181.9,510.43,173.21,42.495
2001-04-26T03:00:00.000Z,2151.4,496.86,172.82,40.862
2001-04-26T04:00:00.000Z,2115.7,490.86,172.12,42.041
2001-04-26T05:00:00.000Z,2085.2,483.86,165.97,40.056
2001-04-26T06:00:00.000Z,2021.9,473.86,161.81,39.102
2001-04-26T07:00:00.000Z,2023.8,465.71,161.61,40.153
2001-04-26T08:00:00.000Z,1864.3,449.86,150.2,39.709
2001-04-26T09:00:00.000Z,1945.7,459,157.24,38.98
2001-04-26T10:00:00.000Z,1890,448.71,158.33,39.571
2001-04-26T11:00:00.000Z,1866.7,450.57,156.25,38.842
2001-04-26T12:00:00.000Z,1942.9,455.14,155.36,39.25
2001-04-26T13:00:00.000Z,2991.9,662.29,204.76,44.551
2001-04-26T14:00:00.000Z,3703.8,833.71,261.11,53.98
2001-04-26T15:00:00.000Z,4634.8,951.86,282.44,58.776
2001-04-26T16:00:00.000Z,4441.9,921,261.71,51.48
2001-04-26T17:00:00.000Z,4151.9,861,246.83,51
2001-04-26T18:00:00.000Z,3821,793.29,234.92,49.434
2001-04-26T19:00:00.000Z,3723.3,770.14,232.54,48.944
2001-04-26T20:00:00.000Z,3426.2,726.71,217.36,46.505
2001-04-26T21:00:00.000Z,3245.2,690.86,209.03,45.536
2001-04-26T22:00:00.000Z,3351.9,708.43,207.74,45.5
2001-04-26T23:00:00.000Z,3128.1,651,203.08,44.515
2001-04-27T00:00:00.000Z,2936.2,648.29,198.61,46.321
2001-04-27T01:00:00.000Z,3096.7,653.43,202.08,45.276
2001-04-27T02:00:00.000Z,3286.7,678.43,206.75,45.393
2001-04-27T03:00:00.000Z,3375.2,698.57,215.38,46.607
2001-04-27T04:00:00.000Z,3946.2,818.86,243.25,53.265
2001-04-27T05:00:00.000Z,4523.3,921.57,271.92,55.306
2001-04-27T06:00:00.000Z,4521,931.43,265.97,53.878
2001-04-27T07:00:00.000Z,4857.1,982.14,280.46,56.531
2001-04-27T08:00:00.000Z,4605.7,947.86,276.19,53.827
2001-04-27T09:00:00.000Z,4885.7,1003.3,278.77,56.276
2001-04-27T10:00:00.000Z,4842.9,1016.1,286.51,58.061
2001-04-27T11:00:00.000Z,3962.9,841.43,252.58,52.092
2001-04-27T12:00:00.000Z,4043.8,852.57,257.84,53.265
2001-04-27T13:00:00.000Z,4341.9,920.29,274.11,57.245
2001-04-27T14:00:00.000Z,4102.9,864.43,265.97,55.714
2001-04-27T15:00:00.000Z,4152.4,892.86,265.08,56.071
2001-04-27T16:00:00.000Z,4537.6,961.14,282.24,59.388
2001-04-27T17:00:00.000Z,5223.8,1082.7,309.52,64.796
2001-04-27T18:00:00.000Z,5238.1,1106.4,326.69,67.653
2001-04-27T19:00:00.000Z,5500,1137.9,323.81,66.378
2001-04-27T20:00:00.000Z,5990.5,1189.9,328.77,65.918
2001-04-27T21:00:00.000Z,6890.5,1287.1,345.54,67.653
2001-04-27T22:00:00.000Z,7604.8,1385.1,367.56,69.949
2001-04-27T23:00:00.000Z,5752.4,1239.6,359.42,73.316
2001-04-28T00:00:00.000Z,6133.3,1266.9,362.5,71.122
2001-04-28T01:00:00.000Z,7109.5,1399.1,378.77,74.286
2001-04-28T02:00:00.000Z,7261.9,1430,402.18,82.5
2001-04-28T03:00:00.000Z,8833.3,1547.1,434.92,93.724
2001-04-28T04:00:00.000Z,100480,16914,3872,610.71
2001-04-28T05:00:00.000Z,23295,3404.3,778.08,135.41
2001-04-28T06:00:00.000Z,16738,2414.3,557.84,100.56
2001-04-28T07:00:00.000Z,13195,1934.3,483.43,93.776
2001-04-28T08:00:00.000Z,10848,1661.4,426.49,81.633
2001-04-28T09:00:00.000Z,9314.3,1497.1,402.88,77.5
2001-04-28T10:00:00.000Z,8614.3,1398.7,385.42,71.684
2001-04-28T11:00:00.000Z,7719,1332.7,354.37,67.296
2001-04-28T12:00:00.000Z,8585.7,1467.1,378.57,69.745
2001-04-28T13:00:00.000Z,5209.5,921.14,243.15,47.388
2001-04-28T14:00:00.000Z,4900,877.86,230.75,44.776
2001-04-28T15:00:00.000Z,3394.3,634.29,176.19,36.276
2001-04-28T16:00:00.000Z,3464.3,620,171.73,35.199
2001-04-28T17:00:00.000Z,2308.6,440.29,130.26,28.816
2001-04-28T18:00:00.000Z,1720,356.29,111.11,26.653
2001-04-28T19:00:00.000Z,1723.3,355.57,109.03,26.459
2001-04-28T20:00:00.000Z,1923.8,396.86,119.64,26.158
2001-04-28T21:00:00.000Z,1981.9,414,127.98,28.357
2001-04-28T22:00:00.000Z,1478.1,321.43,100,24.724
2001-04-28T23:00:00.000Z,2299.5,458.29,134.23,31.959
2001-04-29T00:00:00.000Z,1829.5,405.14,128.97,29.128
2001-04-29T01:00:00.000Z,1937.1,430.86,136.51,31.556
2001-04-29T02:00:00.000Z,1406.2,335,116.77,28.633
2001-04-29T03:00:00.000Z,1504.3,347.43,115.38,28.087
2001-04-29T04:00:00.000Z,1511,334.14,113.69,27.041
2001-04-29T05:00:00.000Z,1951.4,412.14,127.98,30.214
2001-04-29T06:00:00.000Z,2036.2,428.86,134.92,31.413
2001-04-29T07:00:00.000Z,2147.1,454.43,137.6,30.434
2001-04-29T08:00:00.000Z,2130.5,452.71,138.69,33.337
2001-04-29T09:00:00.000Z,1928.6,412.71,133.43,29.944
2001-04-29T10:00:00.000Z,1868.6,402.43,128.67,29.357
2001-04-29T11:00:00.000Z,1571.4,371.71,120.93,28.893
2001-04-29T12:00:00.000Z,2001.9,423.29,133.33,30.199
2001-04-29T13:00:00.000Z,1806.7,403.57,125.5,30.092
2001-04-29T14:00:00.000Z,1180.5,276.71,97.857,24.724
2001-04-29T15:00:00.000Z,1052.4,254.14,88.929,23.643
2001-04-29T16:00:00.000Z,1099,251.43,89.712,24.128
2001-04-29T17:00:00.000Z,1465.7,334.57,113.89,27.872
2001-04-29T18:00:00.000Z,1437.6,333.71,108.53,28.964
2001-04-29T19:00:00.000Z,1488.1,335.86,110.91,27.872
2001-04-29T20:00:00.000Z,1502.9,327,106.05,26.337
2001-04-29T21:00:00.000Z,1637.6,345,111.81,26.49
2001-04-29T22:00:00.000Z,1563.3,337.43,107.34,25.306
2001-04-29T23:00:00.000Z,1572.4,338,106.15,26.582
2001-04-30T00:00:00.000Z,1195.2,277.57,91.379,22.98
2001-04-30T01:00:00.000Z,1319,294.29,96.677,24.056
2001-04-30T02:00:00.000Z,1448.1,315.29,99.504,24.27
2001-04-30T03:00:00.000Z,1507.6,320.14,99.504,24.434
2001-04-30T04:00:00.000Z,1704.8,344.29,104.37,25.403
2001-04-30T05:00:00.000Z,1731.9,351,109.03,24.495
2001-04-30T06:00:00.000Z,1691.9,341.57,103.47,24.041
2001-04-30T07:00:00.000Z,1571,329.71,103.47,25.163
2001-04-30T08:00:00.000Z,1551,321.14,99.603,24.372
2001-04-30T09:00:00.000Z,1696.2,341.29,103.57,24.617
2001-04-30T10:00:00.000Z,1725.2,342,103.08,25.495
2001-04-30T11:00:00.000Z,20829,1937.1,201.69,28.995
2001-04-30T12:00:00.000Z,2743.8,500.57,123.51,24.638
2001-04-30T13:00:00.000Z,2373.3,461,109.33,25.209
2001-04-30T14:00:00.000Z,2250,419.14,105.95,23.806
2001-04-30T15:00:00.000Z,2086.2,380.43,102.08,23.929
2001-04-30T16:00:00.000Z,1924.3,354.14,98.135,22.755
2001-04-30T17:00:00.000Z,1896.2,347,95.615,21.964
2001-04-30T18:00:00.000Z,1990.5,357.29,98.115,23.622
2001-04-30T19:00:00.000Z,1620.5,312.86,89.018,21.75
2001-04-30T20:00:00.000Z,1495.7,292.57,91.964,21.179
2001-04-30T21:00:00.000Z,1412.4,285.86,87.51,21.388
2001-04-30T22:00:00.000Z,1315.2,282.43,85.417,20.893
2001-04-30T23:00:00.000Z,1517.1,306.43,89.484,20.883
2001-05-06T00:00:00.000Z,552.38,138.33,52.748,14.883
2001-05-06T01:00:00.000Z,567.14,137.13,52.817,15.398
2001-05-06T02:00:00.000Z,524.29,132.34,51.101,14.98
2001-05-06T03:00:00.000Z,538.1,132.09,51.736,15.01
2001-05-06T04:00:00.000Z,577.14,135.03,51.21,15.077
2001-05-06T05:00:00.000Z,541.9,131.04,49.851,15.056
2001-05-06T06:00:00.000Z,465.81,125.13,48.353,14.485
2001-05-06T07:00:00.000Z,490.48,124.97,49.206,14.888
2001-05-06T08:00:00.000Z,457.67,118.36,45.734,14.449
2001-05-06T09:00:00.000Z,451.76,119.76,47.381,13.857
2001-05-06T10:00:00.000Z,521.9,132.61,50.853,14.934
2001-05-06T11:00:00.000Z,489.52,126.17,50.655,14.388
2001-05-06T12:00:00.000Z,475.38,124.39,48.502,15.087
2001-05-06T13:00:00.000Z,448.43,118.3,46.935,15.276
2001-05-06T14:00:00.000Z,418,117.07,46.379,14.372
2001-05-06T15:00:00.000Z,418.14,112.46,44.415,14.969
2001-05-06T16:00:00.000Z,407.95,110.79,44.306,13.765
2001-05-06T17:00:00.000Z,402.52,112.67,44.603,14.617
2001-05-06T18:00:00.000Z,405.05,114.89,43.7,14.949
2001-05-06T19:00:00.000Z,397.43,109.61,44.792,15.235
2001-05-06T20:00:00.000Z,392.33,110.3,43.016,14.235
2001-05-06T21:00:00.000Z,396.67,111.43,46.349,14.434
2001-05-06T22:00:00.000Z,615.24,124.53,45.952,15.01
2001-05-06T23:00:00.000Z,600.48,127.07,47.53,14.434
2001-05-07T00:00:00.000Z,507.14,119.93,46.944,14.872
2001-05-07T01:00:00.000Z,454.86,117.69,44.702,14.765
2001-05-07T02:00:00.000Z,440.19,111.09,44.286,14.867
2001-05-07T03:00:00.000Z,422.81,109.09,42.956,14.776
2001-05-07T04:00:00.000Z,418.57,108.4,41.19,14.903
2001-05-07T05:00:00.000Z,408.43,104.99,42.222,14.883
2001-05-07T06:00:00.000Z,379.62,102.83,44.196,14.837
2001-05-07T07:00:00.000Z,359.95,102.07,43.482,14.347
2001-05-07T08:00:00.000Z,369.48,104.27,43.323,14.883
2001-05-07T09:00:00.000Z,387.9,112.04,44.742,15.138
2001-05-07T10:00:00.000Z,3694.3,657.86,151.88,27.245
2001-05-07T11:00:00.000Z,7523.8,972.57,179.96,29.444
2001-05-07T12:00:00.000Z,8957.1,1238.4,261.81,44.719
2001-05-07T13:00:00.000Z,19462,3552.9,958.53,178.27
2001-05-07T14:00:00.000Z,27119,4688.6,1230.2,228.37
2001-05-07T15:00:00.000Z,29767,4894.3,1206.3,215
2001-05-07T16:00:00.000Z,24243,4135.7,1038.7,185.92
2001-05-07T17:00:00.000Z,23795,3981.4,983.43,175.77
2001-05-07T18:00:00.000Z,24190,4010,1026.8,199.03
2001-05-07T19:00:00.000Z,21629,3574.3,927.88,183.67
2001-05-07T20:00:00.000Z,20433,3450,901.29,182.86
2001-05-07T21:00:00.000Z,20600,3782.9,1145.8,262.6
2001-05-07T22:00:00.000Z,22657,4364.3,1376,315.26
2001-05-07T23:00:00.000Z,23324,4425.7,1335.3,307.35
2001-05-08T00:00:00.000Z,20581,3824.3,1125,250.41
2001-05-08T01:00:00.000Z,18600,3401.4,967.26,210.66
2001-05-08T02:00:00.000Z,17038,3047.1,849.11,178.27
2001-05-08T03:00:00.000Z,16200,2852.9,778.77,157.96
2001-05-08T04:00:00.000Z,14510,2532.9,675.6,136.43
2001-05-08T05:00:00.000Z,14152,2432.9,638.1,124.8
2001-05-08T06:00:00.000Z,13238,2238.6,586.01,117.3
2001-05-08T07:00:00.000Z,12824,2214.3,572.42,113.78
2001-05-08T08:00:00.000Z,10276,1748.6,452.88,90.51
2001-05-08T09:00:00.000Z,9042.9,1541.4,398.51,79.898
2001-05-08T10:00:00.000Z,8771.4,1501.4,384.13,77.704
2001-05-08T11:00:00.000Z,8085.7,1360,356.05,73.061
2001-05-08T12:00:00.000Z,6990.5,1195,321.92,67.449
2001-05-08T13:00:00.000Z,5709.5,1011.6,275.79,57.041
2001-05-08T14:00:00.000Z,5704.8,1029.7,274.21,59.49
2001-05-08T15:00:00.000Z,5704.8,1020.9,288.89,61.224
2001-05-08T16:00:00.000Z,5628.6,1052.4,300.79,62.653
2001-05-08T17:00:00.000Z,6119,1176.4,349.9,75.306
2001-05-08T18:00:00.000Z,6542.9,1321.4,410.71,87.857
2001-05-08T19:00:00.000Z,6438.1,1349.7,434.13,89.592
2001-05-08T20:00:00.000Z,6019,1245,394.44,84.541
2001-05-08T21:00:00.000Z,6519,1392.7,431.35,90.816
2001-05-08T22:00:00.000Z,7566.7,1621.4,503.67,102.96
2001-05-08T23:00:00.000Z,4800,1044.6,332.94,71.735
2001-05-09T00:00:00.000Z,3371.9,748.29,247.52,54.898
2001-05-09T01:00:00.000Z,3062.9,684.57,227.18,51.378
2001-05-09T02:00:00.000Z,2116.7,487.57,162.1,40.112
2001-05-09T03:00:00.000Z,2024.3,456.57,153.57,35.643
2001-05-09T04:00:00.000Z,2301.4,517,169.54,37.76
2001-05-09T05:00:00.000Z,2180.5,475.29,157.54,36.592
2001-05-09T06:00:00.000Z,2110.5,472.14,149.01,34.459
2001-05-09T07:00:00.000Z,1772.4,411.29,132.14,32.276
2001-05-09T08:00:00.000Z,1606.2,378.43,126.98,32.041
2001-05-09T09:00:00.000Z,1584.8,370.86,119.15,28.26
2001-05-09T10:00:00.000Z,1576.2,363.57,120.14,29.663
2001-05-09T11:00:00.000Z,1608.6,367,114.68,29.041
2001-05-09T12:00:00.000Z,1524.8,355.71,115.77,28.898
2001-05-09T13:00:00.000Z,1415.7,327.43,108.33,26.628
2001-05-09T14:00:00.000Z,1351.4,310,104.27,26.827
2001-05-09T15:00:00.000Z,1392.4,313.14,105.95,26.378
2001-05-09T16:00:00.000Z,1381,319.86,105.85,26.301
2001-05-09T17:00:00.000Z,1109.5,257.57,87.331,21.291
2001-05-09T18:00:00.000Z,1012.4,238.14,78.859,21.934
2001-05-09T19:00:00.000Z,956.67,220.86,75.516,20.342
2001-05-09T20:00:00.000Z,967.62,229.71,78.165,22.286
2001-05-09T21:00:00.000Z,867.14,212.57,73.472,20.418
2001-05-09T22:00:00.000Z,752.38,193.86,71.538,20.832
2001-05-09T23:00:00.000Z,809.52,200.71,70.248,19.709
2001-05-10T00:00:00.000Z,811.9,200.14,74.236,21.469
2001-05-10T01:00:00.000Z,760,197.29,71.121,19.24
2001-05-10T02:00:00.000Z,893.33,211.57,71.835,20.633
2001-05-10T03:00:00.000Z,1075.7,231.14,78.204,20.862
2001-05-10T04:00:00.000Z,1054.3,233.71,79.018,20.27
2001-05-10T05:00:00.000Z,1022.4,227.43,73.889,21.566
2001-05-10T06:00:00.000Z,1010.5,226.57,74.127,20.566
2001-05-10T07:00:00.000Z,1044.8,229.86,76.468,20.255
2001-05-10T08:00:00.000Z,1058.1,233.57,78.849,20.23
2001-05-10T09:00:00.000Z,1033.8,232.29,74.573,19.908
2001-05-10T10:00:00.000Z,1055.2,234.71,76.071,19.878
2001-05-10T11:00:00.000Z,994.76,227.29,75.883,20.01
2001-05-10T12:00:00.000Z,1001.4,217.14,72.331,20.347
2001-05-10T13:00:00.000Z,982.86,217.57,72.292,19.689
2001-05-10T14:00:00.000Z,930,209.86,71.637,19.582
2001-05-10T15:00:00.000Z,898.57,203.43,68.79,19.383
2001-05-10T16:00:00.000Z,922.38,206.57,69.345,20.097
2001-05-10T17:00:00.000Z,915.71,199.57,67.679,19.367
2001-05-10T18:00:00.000Z,861.43,197.43,66.756,18.153
2001-05-10T19:00:00.000Z,840.48,186.86,66.25,18.73
2001-05-10T20:00:00.000Z,901.9,201.43,70.179,18.413
2001-05-10T21:00:00.000Z,915.71,209.43,72.52,19.934
2001-05-10T22:00:00.000Z,965.24,209.14,68.849,18.98
2001-05-10T23:00:00.000Z,903.81,203.43,69.246,19.408
2001-05-19T00:00:00.000Z,2409,431.86,101.39,20.306
2001-05-19T01:00:00.000Z,2363.8,431.29,98.859,19.648
2001-05-19T02:00:00.000Z,2307.1,420.43,99.603,19.842
2001-05-19T03:00:00.000Z,2313.8,419.29,98.978,19.357
2001-05-19T04:00:00.000Z,2279,409.71,97.847,20.474
2001-05-19T05:00:00.000Z,2223.8,404.57,98.562,19.77
2001-05-19T06:00:00.000Z,2235.2,395.71,97.381,20.342
2001-05-19T07:00:00.000Z,2206.2,391.57,96.528,19.434
2001-05-19T08:00:00.000Z,2266.7,417,103.37,20.449
2001-05-19T09:00:00.000Z,2265.2,411.86,98.065,19.148
